annotation_id;source_json;caption;Maschine_Label;manual_plot;manual_photo;manual_diagram;unclear;notes;manual_label
766;10.1101_2025.03.31.645993.json;Figure 2. (A) Genome-wide heterozygosity including and excluding runs of homozygosity (ROH) for the zoo giraffe individuals and wild populations. (B) Genome-wide ROH proportions for zoo individuals and mean ROH in the wild populations. Proportions of differing ROH length intervals are shown as subdivisions within bars. The names of zoo giraffe individuals along the X-axis are colored according to the four major lineages that they are designated as, including Reticulated lineage, Masai lineage, Northern lineage and Southern lineage (see table S2).;;1;;;;;Plot
767;10.1101_2025.06.27.661925.json;Figure 11: Graphical representation of highlighting A2M's role in mitigating oxidative stress in mitochondria by enhances cellular antioxidant defense systems, facilitating DNA repair and suppressing of neuronal inflammation and apoptosis.;;;;1;;;Diagram
768;10.1101_2025.02.04.635765.json;Figure 2. Individuals spend more time in Patterns S-A and TP-D but less time in Pattern SM-V from childhood to adulthood . (A) Dynamic state definition scheme. The strength of dynamic patterns at each time point from an example individual is presented. The temporal magnitude (y-axis) reflects the strength of the dynamic propagation pattern over time. At each time point, the pattern with the highest magnitude is assigned as the dominant state. (B) Age distribution of participants across developmental stages (children: 8-12 years, adolescents: 13-17 years, and early adulthood: 18-22 years) in the HCP-D cohort. (C) The proportion of time spent (i.e. occurrence ratio) is plotted for different developmental stages: children, adolescents, early adulthood in HCP-D, and middle-aged adulthood reference (HCP-A). Statistical analyses include a one-way ANOVA across the four age groups to assess overall developmental effects, followed by pairwise t-tests between consecutive age stages to examine specific transitions. The significance is denoted by asterisks (*: p FDR < 0.05).;;1;;;;;Plot
769;10.1101_2025.08.29.672906.json;Fig. 7: Prevalence of defence systems in S. suis. (A) Proportion of genomes that encode a number of unique defence systems. Genomes encoded 5 to 17 (median = 11) unique defence subtypes. (B) Density of defence systems per Mbp of host genome. Density of defence systems was significantly higher in respiratory isolates (median = 6.33) compared to systemic isolates (median = 5.35) (Wilcox p = 0.028). (C) Correlation between host genome size and number of defence systems. A strong positive correlation was observed between (Spearman's ρ = 0.796, p < 0.001). (D) Association between number of prophages per genome and abundance of defence systems.;;1;;;;;Plot
771;10.1101_2025.04.23.650164.json;Fig. S1 Workflow of the multidisciplinary approach adopted for the identification of antiSARS-CoV-2 sulfated K5 derivatives and for the characterization of their mechanisms of action.;;;;1;;;Diagram
772;10.1101_2025.01.17.633399.json;Supplementary Figure S8: Numbers of NoPeak motifs detected across the 558 TF run. A range of NoPeak accessory and de novo motifs are discovered, with more de novo motifs than accessory motifs found overall.;;1;;;;;Plot
773;10.1101_2025.05.15.654044.json;Figure 2: Integration of single-cell expression and small molecule L1000 TCS signatures permits clustering of both compounds and cells by reversal of GBM cell transcriptional;;1;1;1;;;Plot+Diagram+Photo
775;10.1101_2025.09.29.679248.json;Figure 9 ) Fixation latencies under different conditions (** p<0.01, **** p<0.0001);;1;;;;;Plot
776;10.1101_2024.05.12.593008.json;Supplementary Figure S2. Transmigration of bladder cancer cells. (a) Transmigration of bladder cancer cells through the monolayer of non-malignant HCV29 cells. Each point denotes the total number of cells that migrated through one transwell, n = 3 repetitions. (b) Fluorescent images of spheroids formed from cancerous HT1376 and T24 cells, labeled with Cell Tracker Red dye, before and after transmigration through the monolayer of HCV29 cells. The scale bar is 200 µm.;;1;1;;;;Plot+Photo
778;10.1101_2024.12.16.628816.json;Figure 2: Experimental paradigm and fMRI model. (A) During the fMRI scan, participants performed a target detection task, pressing a button for a specific target image while incidentally viewing 80 familiar scenes (previously seen in the familiarization task) and 80 new scenes. (B) Forward-prediction fMRI models. Activation during novel and target trials was extracted on a segment-by-segment (block) basis. Linear mixed effect models were implemented ed;;;;1;;;Diagram
780;10.1101_2025.03.09.641748.json;Figure 1: Predicted binding poses of compounds on the cPLA2 crystal structure (PDB ID 1CJY) from the 1st Generation selected for potency screening optimization for cPLA2 inhibition.;;;;1;;;Diagram
781;10.1101_2024.02.13.580203.json;Fig. 2 Neuroestrogens facilitate male-typical behaviors probably by stimulating brain AR expression.;;1;1;;;;Plot+Photo
782;10.1101_2024.10.11.617736.json;Fig. 4. A new pediatric ependymoma cell subpopulation with low CNVs associated with multidrug resistance. a. UMAP embedding of the two tumor cell subpopulations identified by MAAS. b. Significantly enriched cancer hallmarks in MAAS-identified cluster 2, with thresholds of logFC > 0.1 and false discovery rate (FDR) < 0.05. c. Contribution of each modality to the identification of subpopulations. d. Distribution of SNVs and top 1,000 DACRs between clusters 1 and 2. The P-value for differences in mutational frequency was determined by the Kruskal-Wallis test. e. Pseudo-time ordering of tumor cell subpopulations showing their developmental trajectories. f. Blomberg's K statistic comparisons of each feature of MAAS, chromatin accessibility and CNVs. The P-value was determined by a Welch t-test. g.;;1;;1;;;Plot+Diagram
783;10.1101_2025.07.05.663288.json;"Figure 2: The rate of spontaneous 5-Hz oscillations increases after injection of a 5-HT2A receptor agonist. a : Experimental timeline for trials before and after 5-HT2A receptor agonist injection. b : 5-Hz time resolved spectral analysis of V1 membrane voltage for a single session after injection of DOI. The visual stimulus is presented at time zero (vertical black line). Vertical black line on the colour bar indicates the threshold for 5-Hz power counted as 5-Hz bout (see 'Methods' section). c : Quantification of spontaneous 5-Hz oscillations occurring in trials before (blue, n = 80) and after (orange, n = 87) injection, based on a subset of experiments with longer recordings prior to visual stimulation (20-s instead of 2 or 3-s in all other experiments) to capture extended periods of spontaneous activity (***, p-value = 2.93e-05, Welch's t-test. N = 3 mice, data points representing each trial while symbol shape indicates individual mouse experiments; Boxplot follows Tukey's method: median (middle line), 25th, 75th percentile (box), ± 2.7 sigma (whiskers), outliers are plotted as 'o')";;1;;1;;;Plot+Diagram
785;10.1101_2025.06.13.659272.json;Fig 1 (a-e) : Expression of selected five miRNAs is correlated with overall survival (OS) in breast cancer using Kaplan Meier survival analysis (a-e) Graphs represent Kaplan-Meier curves for the 5 miRNAs and their impact on overall survival an al;;1;;;;;Plot
787;10.1101_2025.09.13.671265.json;Figure 6: A flow query is a pathway search on a chemical reaction network. On the left is the network, with ovals representing molecules and rectangles representing reactions. The flow query is a set of constraints and an objective function which combined specifies desired structural aspects of the pathway searched for. A solution to a flow query is illustrated on the right.;;;;1;;;Diagram
789;10.1101_2024.12.11.627930.json;Figure S1. Female reproductive effort (FRE) and male reproductive effort (MRE) for F 2 offspring of all four crosses. Colour coding indicates relative male allocation (rMA). Icons indicate samples that were removed from the final QTL analysis which either had low sequencing coverage, were phenotypic outliers, or were inferred to be the result of pollen contamination based on principle component analysis of genotypes.;;1;;;;;Plot
791;10.1101_2024.10.11.617736.json;Fig. 5. A MAAS-derived clinical signature accurately predict prognosis across multiple cancer types. a. Schematic illustration of the workflow for generating the MAAS-derived multimodal signature (MAASig) (see details in the Methods). b. Average concordance index (C-index) of traditional clinical features and MAASig for survival prediction across multiple cancer types, including glioblastoma, ovarian cancer (OC), B-cell lymphoma, hepatocellular carcinoma (HCC), and clear cell renal cell carcinoma (ccRCC). c . Kaplan-Meier survival curves demonstrating the clinical;;1;;1;;;Plot+Diagram
793;10.1101_2025.01.24.634652.json;Figure 5. dSTORM data revealed nanoscale P2X7 plasma membrane localization in BV2 cells. ( A ) Cartoon and experimental timeline of BV2 cell treatments. IL-1  release was assessed in the supernatant (sup), and the same cells were labeled with 1 mM X7-uP after extensive washout. ( B ) Quantification of IL-1  release by ELISA following the indicated treatments: LPS (1 mg/mL for 24 h), ATP (1 mM for 30 min), BzATP (300 mM for 30 min), and M  CD (15 mM for 15;;1;1;1;;;Plot+Diagram+Photo
795;10.1101_2022.03.28.486070.json;Figure 3 - figure supplement 5 | The CYC-box and flanking sequences of PACE are required for the complete restoration of the bacterial infection process but are dispensable for the nodule organogenesis process in the L. japonicus nin-2 mutant. Pictures of nodule sections or roots from L. japonicus nin-2 roots 21 dpi with M. loti Ds Red from the same experiments depicted in Figure 3 - figure supplement 2 ( A ) and Figure 3 - figure supplement 4 ( B ). Nodule sections from L. japonicus WT roots transformed with NIN pro :NIN and CE 5kb NIN pro :NIN were included for comparison. Note that when the cytokinin element-containing region of 1 kb was fused to NIN pro nodule organogenesis was abolished by mutation of PACE or only the CYC-box in PACE and that these mutations did not abolish organogenesis when the cytokinin element-containing region of 5 kb was fused to NIN pro . Bars, 100 μm.;;;1;;;;Photo
796;10.1101_2025.05.15.654300.json;Fig. S7. Optimization of LgBiT-PYR1 and SmBiT-HAB1 constructs for sensitive and specific light output. We added maltose binding protein domains to both constructs, varied the molar ratios of LgBiT-PYR1 nita to SmBiT-HAB1 T+ , tested a range of synthetic linker lengths connecting the split luciferase to its CID partner, and used a brighter luciferin. A. The SmBiT-HAB1 and LgBiT-PYR1 constructs were optimized for E. Coli expression and purification. PYR1 sensors were stabilized by including HOT5 mutations (Daffern et al. J. Mol. Biol. 2024)). The structurally disordered N-terminal region of HAB1 was removed to prevent proteolytic cleavage. 1-4 repeats of a 15 amino acid Gly/Ser rich linker (GS2G4SG4S2G)were encoded between LgBiT or SmBiT and PYR1 or HAB1 respectively. B. Each construct was purified via immobilized metal affinity chromatography, with purity visualized by SDS-PAGE and SimplyBlue TM staining. C. All combinations of linker lengths were tested against one another. The shorter linkers tend to exhibit higher signal, with this trend being most pronounced between SmBiT-ΔNHAB1 T+ variants. We selected the shortest linker (15 AA, n=1) for future experiments for both LgBiT-PYR1 and SmBiT-ΔNHAB1 T+ and fitted those data to a curve here. D. The optimized constructs offer over 20-fold higher signal than the old constructs. E. The optimized constructs have higher affinity for one another shown here by decreased EC 50 . All data points represent the mean of replicate data (Fig. C-n = 3, Fig. D,E-n=4) and error bars represent the standard error of the mean.;;1;;1;;;Plot+Diagram
798;10.1101_2025.08.01.667725.json;"Figure 3. The SMARCD2 SWIFT domain is necessary and sufficient to for interaction with PU.1 in vitro and in cells. A. (Top) mSWI/SNF core subunits showing interactions between SMARCD2 (salmon) coiled coil domain with SMARCC2 (blue), and between SWIB domain with ARID1A (orange); (Bottom) Structure of the SMARCD2 Ig-like fold, SWIFT; PDB: 6LTJ+ Alphafold SMARCD2. B. Immunoblots of FLAG-PU.1 pulldown experiments performed by incubation of 0.5 µM FLAG-tagged PU.1 was incubated with 2 µM SMARCD2 SWIFT domain. C. K d model fit for interaction between SMARCD2 SWIFT domain and PU.1 using microscale thermophoresis (Kd = 3.6uM). D. AlphaFold3 multimer modeling displaying the putative interaction between PU.1 20-mer peptides and a hydrophobic pocket on the surface of SMARCD2 SWIFT domain. E. Contact probability scores of interaction between each residue on the transactivation domain of PU.1 with the residues within the hydrophobic pocket on SWIFT domain determined by Alphafold modeling of all consecutive PU.1 10-mer peptides. Line shows the mean of all outcomes for a given residue. F. Immunoblots of eluates from peptide pulldown of 7 PU.1 peptides (25-mer) spanning full transactivation (tAD) domain. G. 3D-surface rendering of surface electrostatic potential of wildtype SMARCD2 SWIFT and R290W point mutation near the hydrophobic pocket (shown in black dashed circle). H. Immunoblots displaying the elutates from Immunoprecipitation of HA-tagged SWIFT domain from HEK-293T cells expressing HA-tagged SWIFT wildtype or R290W mutant and FLAG-tagged PU.1. I. Electromobility shift assays (EMSA) performed on complex formed by dsDNA containing a PU.1 binding motif and PU.1 incubated with cBAF complexes containing wildtype SMARCD2 or R290W mutation. Upper panel shows the supershift caused by addition of cBAF complexes. J. Heatmaps depicting PU.1 and V5-tagged SMARCD2 occupancy (CUT&RUN) in hMSCs expressing empty vector, V5-tagged WT SMARCD2 or SMARCD2 R290W mutant in the presence or absence of PU.1.";;1;;1;;;Plot+Diagram
799;10.1101_2024.06.06.597786.json;Fig. 2 Temporal responses of sensory neurons to fracture injury. a Schematic diagram of the experiment, in which mice were subjected to periosteal labeling by AAV.PHP.S 4 wks prior to stress fracture. Stress fracture was performed in 18 wks old mice. Ipsilateral C7-T1 DRGs were harvested for scRNA-seq within uninjured mice, as well as 1, 14, and 56 d post-fracture. N=12 DRGs from 4 mice for uninjured, 18 DRGs for 6 mice per injured timepoint. b Enrichment map displays the significantly enriched gene-sets in tdT + neurons after fracture vs. uninjured condition. Nodes represent gene-sets and edges represent GO defined relations. Clusters are annotated according to the corresponding function (red represents GO terms significantly enriched in d1, green represents GO terms significantly enriched in d14, blue represents GO terms significantly enriched in d56). Enrichment map with complete labeling is shown as Extended Data Fig. 3a. c Soft clustering of 2,000 highly variable genes across four different timepoints by Mfuzz using ClusterGvis in tdT + DRG neurons. N= 389 neurons in total. d Dot plots of module scores comprised of genes from cluster C1 and C4 across time points stratified by cell types in tdT+ neurons.;;1;;1;;;Plot+Diagram
800;10.1101_2024.09.27.615364.json;Fig 4. Likelihood of neuronal spiking during the swing and stance phases of locomotion. Each panel displays spike likelihood of the highest-performing INs among all 672 MP across a standard step cycle. Each panel corresponds to a specific step cycle phase or phase transition: A. swing, B. stance, C. swing-to-stance, and D. stance-to-swing (for templates see Eq (6)). The x-axis represents the phase of the step cycle, divided into swing and stance periods and further separated into 8 equally sized bins. The y-axis shows the likelihood of that neuron to spike in a particular time bin, expressed as a percentage. Red and blue triangles label swing and stance phase, respectively. The corresponding scores and input combinations are given in the panel headlines. Note that the best-performing INs of the MP layer belonged to the v-v-v subset in case of swing/stance encoding, to the p-p subset for swing-to-stance transitions, and to the p-v-v subset for stance-to-swing transitions.;;1;;;;;Plot
802;10.64898_2026.01.10.698837.json;Fig. 6 Representative Gini importance values across the 12 features used in Random Forest classification;;1;;;;;Plot
803;10.1101_2025.09.26.678799.json;"Fig. 4 Spike-adding associated with the Dendritic Ca 2+ and K + currents evoked by step current input. The effect of altering somatic A-type K + (a; g A,s ), Kdr (b; g Kd,s ) and K(Ca) (c; g K ( Ca ) ,s ) current conductances in combination with varying somatic HVA Ca 2+ ( g HVA,s ) current conductance during 3 ms step current input to the dendrite (20 µ A/cm 2 ) on ADP amplitude, relative ADP amplitude and the number of spikes evoked. The effect of altering dendritic A-type K + (d; g A,d ), Kdr (e; g Kd,d ) and K(Ca) (f; g K ( Ca ) ,d ) in combination with varying dendritic HVA Ca 2+ ( g HVA,d ) during step current input to the dendrite (identical in magnitude to that in a, b and c) on ADP amplitude, relative ADP amplitude and the number of spikes evoked. The somatic voltage responses (g) displaying spike-adding seen with increasing dendritic HVA Ca 2+ conductance in d-f in response to the same step current input. All conductance values are reported in fold change from default value.";;1;;;;;Plot
806;10.1101_2024.03.29.585638.json;Fig. 6: Comparisons between cell shapes dynamics in simulations and experiments for weakly motile cells (HUVEC). (A,C) Experiments on non-migrating HUVEC. (B,D) Simulations of non-migrating HUVEC. Hexagon side: 60 µ m. Inter-hexagon width: 20 µ m. i) Dynamics of the total cell length and the arm lengths. ii) Snapshots of the cell, corresponding to gray dashed lines in (i). Key simulation parameters: ( β, d, σ ) = (7 . 0 , 3 . 0 , 1 . 8) in (B), and ( β, d, σ ) = (7 . 0 , 2 . 7 , 2 . 1) in (D). Other simulation parameters: c = 3 . 85 , D = 3 . 85 , k = 0 . 8 , f s = 5 , r = 5 , κ = 20 , δ = 250. (E) Distribution (probability density function, pdf) of T junc (leftmost) and distribution of T n j junc (right ones) in the experimental regime in which the cells spans 1, 2 or 3 junctions. A total of 2 cells across 1287 minutes were used to obtain these distributions. (F) Distribution of T junc (leftmost) and distribution of T n j junc (right ones) from a long simulation with parameters of (B). (G) Comparisons of MSD of the simulated cells of Fig. 4 and Fig. 6, with the noise levels identical to those used in the corresponding simulations (top) or without the noise (bottom).;;1;;;;;Plot
807;10.1101_2025.06.02.657265.json;Figure A2.1: Comparing results from this paper to D'Angelo et al. (2024). Average diffusion constants for perceived motion ( D PM ) versus diffusion constants for world motion ( D WM ). (Note that the D PM are the original, uncorrected values.) Results were collected from five subjects for this current paper and six subjects for D'Angelo et al. (2024), indicated by light and dark colors, respectively. All experiments were tested under background-present conditions. The small symbols represent each subject's average perceptual match for Gain -1.5 stimuli (light- and dark-blue open symbols), Gain 0 stimuli (light- and dark-yellow filled symbols), and Gain + 1.5 stimuli (light- and dark-green filled symbols). The large stars are the group averages with SE of the mean bars. The red arrows show the extent to which the eye motion, and consequent retina-contingent stimulus' world motion ( α WM ), deviated from Brownian. Arrows pointing right indicate persistence ( α WM > 1), arrows pointing left indicate antipersistence ( α WM < 1), and no arrow means that the motion was Brownian ( α WM = 1 + / -0.02). Longer arrows correspond to higher deviations from Brownian motion. The arrow length in the legend indicates pure persistence ( α WM = 2, straight line trajectory at constant velocity) if pointing right or pure antipersistence ( α WM = 0, oscillatory motion) if pointing left. (B) Computed ratios from five subjects plotted as a function of each subject's α for world motion, α WM . The symbols represent each subject's [average diffusion constant for perceived motion]/[average diffusion constant for world motion], or D PM /D WM . (Note that the D PM are the original, uncorrected values.) Data are from four Gains: + 1, + 1.1, + 1.25, and + 1.5, and the respective colors go from light to dark green. The black curve predicts the D PM /D WM versus α WM , considering that the subject matched the mean squared displacements of the random walk stimulus with the retina-contingent stimulus over a time interval of 28 frames.;;1;;;;;Plot
808;10.1101_2025.08.22.671799.json;"Figure S5. Bar charts showing (A) the CDRH3 and (B) the CDRL3 distributions of all the human antibodies in Pox-AbDab (including those that only have clonotype information) relative to a sample of the baseline natural repertoire from the Observed Antibody Space (OAS) database (38, 39); (C) the CDRH3 and (D) the CDRL3 distributions of all the murine antibodies in Pox-AbDab (including those that only have clonotype information); (E) the CDRH3 distribution of all single-domain antibodies in Pox-AbDab. Comparison against the natural human repertoire is based on 5000 randomly samples natural antibody sequence from the Jaffe et al., 2022 (53) as stored in OAS.";;1;;;;;Plot
810;10.1101_2025.05.15.654300.json;Fig. S6. Complete Y2H results from NitazeneLib1. Structure of nitazenes with growth assay of S. cerevisiae spots containing the respective biosensor and reporter circuit (MaV99 Y2H strain). Strains containing the chosen biosensor were spotted as 2 μL drops on SD -trp -leu -ura +ligand plates and allowed to grow for three days at 30 °C, then imaged. Growth indicates activation of the biosensor by the displayed nitazene. Amino acid substitutions for all biosensors is also shown. Blue letters indicate an amino acid substitution. Black numbers in the top row indicate the amino acid position in the PYR1 protein sequence. The library is in the PYR1 HOT5 background ( 14 ).;;;;1;;;Diagram
811;10.1101_2025.06.14.659486.json;Figure 1. Generation of organoid droplets: a) Schematics of the microfluidic chips used for droplet generation. A single cell solution is flushed through a distribution chip to ensure cell homogeneity. Droplets are generated in a flow-focusing device where oil disrupts the hydrogel flow. This allows for high-throughput generation of miniaturized hydrogel culture systems, with increased organoid reproducibility. Schematic was partially created with BioRender.com. b) Brightfield images of cell distribution device pillars of tear-drop shape at the inlet and outlet. The cell encapsulation device with the flow focused generation of cell-hydrogel droplets (scale bars 250 µm). c) Brightfield images of droplets in oil and media, showing the cell density with and without cell distribution device (scale bars 250 µm). Droplets densely packed with cells are indicated by red arrows, nearly empty droplets are indicated with blue arrows. d) Mean intensities of droplets generated with and without the cell distribution device on day 0. Data extracted from brightfield images. e) Quantitative comparison of the coefficient of variation (CV) in cell laden droplets on day 0 across experiments. Each dot represents the coefficient of variation in a single experiment (n = 4 biological replicates). f) Size analysis of colon organoids on day 8 formed with or without distribution device, with coefficient of variation (CV) highlighted above (n organoids ≥ 300). g) Quantitative fluorescence analysis of cell viability of cells after encapsulation on days 0 in domes or droplets by live/dead staining (n samples = 4). h) Brightfield images of cell-hydrogel droplets composed of 100% BME (Matrigel) and 1.5 mg/mL Collagen I - 25% BME (Matrigel) ECM mix (scale bars 250 µm). i) Quantitative fluorescence analysis of cell viability of intestinal organoids at days 7 of culture in BME (Matrigel) and 1.5 mg/mL Collagen I / 25% BME (Matrigel) ECM mix domes by live/dead staining (n samples = 3). j) Brightfield images of healthy colon organoids grown on day 6 (scale bars 250 µm) and mIF staining of healthy colon organoids grown on day 8 (SOX9 turquoise, FABP1 yellow, MUC2 green and Ki67 red, scale bars 100 µm) comparing the two hydrogels, BME (Matrigel) and 1.5 mg/mL Collagen I - 25% BME (Matrigel) ECM mix. k) Quantification of Log2 transformed expression levels and heatmap of Z-score normalized expression levels across selected genes for the two ECM conditions. Data were averaged across replicates. Statistical significance between conditions was assessed using the Wilcoxon test, with p-values adjusted for multiple testing using the Benjamini-Hochberg method. P-value of < 0.05 was expressed as *, p-value < 0.01 was expressed as ** and p-value < 0.001 was expressed as *** . The normality of the distribution was verified with a Shapiro-Wilk test and a t-test was done to calculate the p-values.;;1;1;1;;;Plot+Diagram+Photo
812;10.1101_2025.10.21.683683.json;Figure 1: Generation of stable N/Tert-1 and N/Tert-1+HPV16 lines expressing inducible doxycycline-inducible Turbo-ID tagged proteins.;;;1;;;;Photo
813;10.1101_2025.06.03.657329.json;Figure 5. Selective uptake of statin-Cy5.5 conjugates into KRAS MUT Panc1 cells over KRAS WT cancerassociated fibroblasts (CAFs) in an in vitro cancer-stroma tumor environment-on-a-chip model (TMOC). (a) Schematic configuration of the cancer-stroma T-MOC model operation, illustrating the setup and flow dynamics within the model. (b) Micrograph showing drug accumulation of simvastatin-Cy5.5, pravastatin-Cy5.5, and doxorubicin (used as a control). In the image, red indicates accumulated drugs, and green indicates transfected CAFs. The scale bars represent 100 μm. (c) Quantified drug accumulation measured in cell type-specific areas for simvastatin-Cy5.5, pravastatin-Cy5.5, and doxorubicin. Bars indicate Mean ± S.E. (n ≥ 3). (d) Drug accumulation model based on mass conservation principles, illustrating the quantified rate constants of drug influx and efflux within the T-MOC system.;;1;1;1;;;Plot+Diagram+Photo
814;10.1101_2024.10.06.616844.json;Figure 4: Metazoan g-type lysozymes cluster predominantly into a single clade and are present in six animal phyla. A ) Phylogenetic tree of 1410 glycoside hydrolase family 23 sequences from all domains of life and B ) expanded tree branch containing all metazoan sequences. Colors indicate host groups, orange dots show phylogenetic support (aLRT).;;;;1;;;Diagram
815;10.1101_2025.07.23.666354.json;Fig. 2 A Stimulus reconstruction models were used to decode acoustic signals ˆ s from neural activity X during presentation of the same morph s given both of its potential speaker contexts (e.g., nature and food for morph sea -tea , see Stimulus reconstruction of morphs). This allowed us to compare sensory content of neural representations directly in representational similarity analysis. B Sensory representational similarity matrices (RSMs) were computed from the reconstructions of the identical morph given two speaker contexts (e.g., nature and food ) and the two spectrograms of the audio files of the original word pair. A set of hypothesis RSMs were computed from the raw morph, top-5 acoustic predictions, and the current semantic predictions. Encoding models were employed to test which combination of predictors best explained the similarity structure of decoded neural representations (see Encoding of representational similarity). C Stimulus reconstruction models performed significantly above chance level. The inlay shows the average pattern that reconstruction models decoded in z -scored EEG signals. D Encoding models revealed that both speakerinvariant and speaker-specific acoustic RSMs improved the similarity structure of decoded neural representations, and that purely semantic RSMs failed to do so. Encoding improvements are visualised relative to baseline models. Circles indicate group means with error bars on circles indicating 95%-confidence intervals thereof. Transparent dots indicate single subjects. ***, **, and * indicate p ≤ 1 e -3 , p ≤ 1 e -2 and p ≤ 5 e -2 , respectively. Note that significantly worse performance indicates evidence against a specific model, not in favour of its antithesis. Bold black lines between groups indicate p ≤ 5 e -2 . All p -values were corrected using the Bonferroni-Holm procedure. E Time-resolved coefficients of speaker-specific acoustic RSMs in encoding models showed consistently positive signs, indicating that neural representations were sharpened towards the more expected information present in hypothesis RSMs. Lines represent means, with shaded areas around lines indicating 95%-confidence intervals. Bold black lines indicate p ≤ 5 e -2 . Grey dots represent the median on- and offsets of the first and last phonemes, respectively, with 95%-highest density intervals around them.;;1;;1;;;Plot+Diagram
816;10.1101_2025.03.22.644466.json;Figure 4. Rod OS responses evoked by 5 flashes with an inter-flash interval of 15 s. (A) Prolonged ORG recording of the rod OS responses to five flashes over 75 s, with each flash bleaching 5.2% of the remaining rhodopsins. (B) The rod OS responses extracted from each epoch were aligned to the flash onsets, with an enlarged view of the rapid OS responses shown in the dashed rectangle. (C) The cumulative rapid contraction, calculated as the sum of the rapid OS response amplitudes elicited by all flashes, was plotted against the cumulated bleach level, which represents the total percentage of rhodopsins bleached by the consecutive flashes. Dots correspond to the measurement in Fig. 4A-B, and star markers were extracted from the measurement conducted in another animal following the same protocol. Triangle markers correspond to the measurement in Supplementary Fig. 4. The black curve represents the same modeled curve in Fig. 3B.;;1;;;;;Plot
817;10.1101_2025.06.02.657373.json;Figure 3. Characterization of Xoo sucrose hydrolase SuxB. A) Domains N, A, B, B', and C are presented as cartoons accordingly to SUH (Kim et al., 2008) with domain N colored in grey, domain A in green, B in blue, B' in red, and domain C in orange. For clarity, the N- and C-terminal residues Asn7 and Gly637 are labeled. B) The dashed box indicates the region of the flexible loops from domains B and B', which are zoomed in. C) Overall structure of SuxB in complex with the hydrolase product glucose (left panel) and zoomed in on the active site (right panel). Highlighted are the active site residues that interact with the sugar molecule. The electron density around the bound glucose is contoured at 1 σ. In A) and C), only chain A is presented. Additional data in supplementary figure 3. D) Michaelis-Menten curve of SuxB. Sucrose hydrolysis quantification via DNS assay on 0.1 µg/µL His-tag-purified enzyme in 20 mM MOPS, pH 7, at 28°C. (1/2) V max = (half) maximum rate of reaction, K M = Michaelis constant.;;;;1;;;Diagram
818;10.1101_2025.09.11.675729.json;"available under aCC-BY-NC 4.0 International license. (which was not certified by peer review) is the author/funder, who has granted bioRxiv a license to display the preprint in perpetuity. It is made bioRxiv preprint doi: https://doi.org/10.1101/2025.09.11.675729; this version posted September 17, 2025. The copyright holder for this preprint";;1;1;;;;Plot+Photo
819;10.1101_2025.09.11.673547.json;Figure 1 . RetINaBox design and GUI overview . A schematic of the actual retinal circuitry ( A ) and the simplified model circuitry of RetINaBox ( B ). C , An overview of RetINaBox, including the 3D printed case, the visual stimulator (3x3 LED array) and photoreceptor mosaic (3x3 photodiode array), along with the connectivity port between the RetINaBox and the Raspberry Pi, and the output signals of the two model retinal ganglion cells (2 color LEDs on top of RetINaBox and 3.3V output pins on the back of RetINaBox). D , The main RetINaBox GUI, showing the Stimulus Controller, Connectivity Manager, and Signal Monitor. E , The Connectivity Manager pop-up window, which allows users to set the connectivity (silent, +, or -) and delay (none, short, medium, or long) of the connection between each of the 9 model photoreceptors and each of the two retinal ganglion cells (RGCs). F , Method for monitoring RGC activity, either by watching the RGC responses in the GUI's Signal Monitor, or by monitoring the yellow and green LEDs on the top of RetINaBox, or by connecting external electronic devices to the 3.3V output pins on the back of RetINaBox.;;;;1;;;Diagram
820;10.1101_2025.08.12.669816.json;Figure 4 . Phylogenetic relationships among Ras subfamily genes in marsupials, eutherians, birds, amphibians, and fish. ERas genes were eutherian specific and form a monophyletic clade, MgRas genes were marsupial specific and formed a monophyletic clade with three subclades (Clade A, Clade B, Clade C). The rest of the Ras subfamily were found in all vertebrate species. Yellow branches indicate bootstrap values between 95 and 100, green branches indicate bootstrap values 9094, dark blue branches indicate bootstrap values between 80 and 89, grey branches indicate bootstrap values under 80. Terminal branches are in black.;;;;1;;;Diagram
823;10.1101_2025.01.16.633379.json;Figure 4: Slow mobility of polycation during a rapid pH change allows for vacuole formation. (a) FRAP experiments performed on coacervate drops show that the recovery of the bleached polymer occurs over 30 min. Confocal images of the bleached coacervate drop containing unlabeled enzyme and FITC labeled DEAE-dextran at 0.76 mass fraction of glucose oxidase in 10 mM Tris pH 9 buffer with 20 mM salt (1 mg/mL total macromolecular concentration). Scale bar 10 µ m. Biexponential fit (solid line) to the normalized recovery curves of five bleached drops. The shaded region represents ± 1 standard deviation from the mean intensity. The longer time scale for recovery of the bleached component was determined using the biexponential fit. Error bars indicate ± 1 standard deviation. (b) Vacuoles do not form in droplets if the rate of pH change is sufficiently slow and and the drops are sufficiently small. (c) Simulations demonstrate that sufficiently small droplets do not form vacuoles, regardless of the rate of pH change. The simulations also show a similar dependence of vacuole formation on the rate of pH change as in (b). (d) Ternary phase diagrams at pH 10 and pH 8 as predicted by the model with trajectories for quasistatic (left) and instantaneous (right) pH changes showing that fast rates of pH change result in trajectories that enter the spinodal region. Inset shows snapshot images from 2D simulations following an instantaneous pH change from pH 10 (bottom) to pH 8 (top).;;1;1;;;;Plot+Photo
